Request_ID,Department,Request_Type,Priority,Channel,First_Response_Time,Number_of_Interactions,Escalated,Resolution_Time,Satisfaction_Score,Status
ADM00312,Registrar,Exam or Assessment Issue,Medium,Walk-in,7.27,4,0,32.44,4,Resolved
ADM00313,Registrar,Password Reset,Medium,Portal,6.7,1,0,5.8,5,Resolved
ADM00314,Academic Affairs,Library Issue,Low,Portal,22.93,3,0,36.18,4,Resolved
ADM00315,Student Affairs,Application Issue,Low,Portal,12.91,6,0,38.94,4,Resolved
ADM00316,IT,Payment Issue,High,Walk-in,4.44,7,0,45.79,3,Resolved
ADM00317,Admissions,Password Reset,Medium,Email,6.61,3,1,24.27,3,Resolved
ADM00318,Registrar,Course Registration,High,Email,4.62,7,1,38.83,3,Resolved
ADM00319,Registrar,Portal Access,Medium,Email,4.33,3,0,11.6,5,Resolved
ADM00320,Finance,Library Issue,High,Helpdesk,2.97,5,0,18.05,3,Resolved
ADM00321,Admissions,Password Reset,Medium,Email,5.12,3,0,9.53,5,Resolved
ADM00322,IT,Transcript Request,Low,Walk-in,5.32,4,0,28.63,2,Resolved
ADM00323,IT,Password Reset,Critical,Phone,1.23,2,0,4.87,4,Resolved
ADM00324,Finance,Portal Access,Medium,Phone,8.35,3,0,12.05,4,Resolved
ADM00325,Academic Affairs,Application Issue,Medium,Walk-in,6.45,4,0,31.21,4,Resolved
ADM00326,Library,Payment Issue,High,Portal,1.76,7,0,42.55,3,Resolved
ADM00327,IT,Course Registration,Medium,Portal,4.11,4,0,20.55,3,Resolved
ADM00328,IT,Transcript Request,High,Email,1.57,9,1,38.21,3,Resolved
ADM00329,Admissions,Password Reset,High,Portal,4.91,5,0,15.78,4,Resolved
ADM00330,Finance,Student ID Issue,Medium,Helpdesk,5.19,4,0,19.14,4,Resolved
ADM00331,Finance,Fee Statement,High,Helpdesk,1.93,5,0,22.64,5,Resolved
ADM00332,Library,Application Issue,High,Phone,2.38,5,0,33.56,3,Resolved
ADM00333,Registrar,Library Issue,Low,Helpdesk,6.32,4,1,28.43,4,Resolved
ADM00334,Registrar,Library Issue,Medium,Helpdesk,3.57,4,0,17.79,3,Resolved
ADM00335,Registrar,Portal Access,Low,Walk-in,14.18,4,0,25.4,4,Resolved
ADM00336,Registrar,Application Issue,Medium,Portal,8.39,1,0,32.21,2,Resolved
ADM00337,Student Affairs,Transcript Request,High,Portal,4.44,1,1,28.59,3,Resolved
ADM00338,IT,Accommodation Request,Medium,Helpdesk,8.93,5,1,50.61,2,Resolved
ADM00339,Admissions,Course Registration,Low,Phone,22.9,3,0,37.65,2,Resolved
ADM00340,Registrar,Exam or Assessment Issue,Medium,Walk-in,3.01,2,0,26.61,4,Resolved
ADM00341,Admissions,Transcript Request,High,Email,0.68,2,0,19.56,4,Resolved
ADM00342,Admissions,Course Registration,Medium,Email,2.85,1,1,23.6,5,Resolved
ADM00343,Registrar,Graduation Clearance,High,Portal,3.2,5,1,50.37,3,Resolved
ADM00344,Admissions,Payment Issue,High,Email,3.0,3,1,46.16,4,Resolved
ADM00345,Finance,Payment Issue,Low,Helpdesk,17.42,3,0,51.67,1,Resolved
ADM00346,IT,Application Issue,Medium,Email,4.97,4,0,30.71,2,Pending
ADM00347,IT,Application Issue,Medium,Portal,5.13,2,0,25.9,4,Resolved
ADM00348,Registrar,Library Issue,High,Email,2.96,6,1,30.53,2,Resolved
ADM00349,Finance,Exam or Assessment Issue,High,Email,0.86,2,0,33.65,4,Resolved
ADM00350,IT,Exam or Assessment Issue,Medium,Email,8.4,6,0,43.75,4,Resolved
ADM00351,Admissions,Fee Statement,Medium,Helpdesk,9.38,3,0,29.91,3,Resolved
ADM00352,Student Affairs,Portal Access,Low,Walk-in,11.75,4,0,14.86,3,Resolved
ADM00353,IT,Graduation Clearance,High,Phone,3.83,3,0,30.39,2,Resolved
ADM00354,Registrar,Graduation Clearance,Medium,Helpdesk,6.39,10,0,43.08,4,Resolved
ADM00355,Registrar,Fee Statement,High,Helpdesk,1.56,6,0,26.31,4,Resolved
ADM00356,IT,Transcript Request,Low,Portal,5.36,5,0,26.27,2,Resolved
ADM00357,Registrar,Library Issue,Low,Portal,8.92,3,0,19.1,4,Resolved
ADM00358,IT,Course Registration,Medium,Portal,6.84,5,0,19.44,3,Resolved
ADM00359,Academic Affairs,Accommodation Request,Medium,Email,2.32,9,0,38.87,4,Resolved
ADM00360,IT,Exam or Assessment Issue,Medium,Email,8.69,6,0,42.7,3,Pending
ADM00361,Finance,Password Reset,Low,Portal,23.41,5,1,47.65,2,Resolved
ADM00362,IT,Graduation Clearance,High,Email,0.88,4,1,46.3,4,Escalated
ADM00363,Admissions,Student ID Issue,Medium,Helpdesk,3.97,2,0,12.46,5,Resolved
ADM00364,Admissions,Graduation Clearance,Medium,Walk-in,7.41,7,0,41.92,3,Resolved
ADM00365,Academic Affairs,Exam or Assessment Issue,Medium,Email,8.45,5,0,39.88,3,Resolved
ADM00366,Finance,Payment Issue,Medium,Walk-in,4.77,4,1,44.65,4,Resolved
ADM00367,Academic Affairs,Fee Statement,Low,Walk-in,14.3,5,0,36.97,2,Resolved
ADM00368,Student Affairs,Portal Access,Critical,Portal,1.81,3,0,6.26,4,Resolved
ADM00369,Registrar,Accommodation Request,Medium,Phone,5.08,6,0,39.54,3,Resolved
ADM00370,Registrar,Accommodation Request,Low,Email,5.63,5,0,38.88,3,Resolved
ADM00371,Registrar,Payment Issue,Medium,Email,9.96,4,0,43.4,2,Resolved
ADM00372,Registrar,Student ID Issue,Medium,Portal,3.44,4,1,24.85,2,Resolved
ADM00373,Registrar,Application Issue,Low,Portal,4.98,4,1,43.97,4,Resolved
ADM00374,IT,Exam or Assessment Issue,High,Email,2.35,2,0,24.59,4,Resolved
ADM00375,Registrar,Accommodation Request,Low,Portal,6.43,5,0,35.58,2,Resolved
ADM00376,Finance,Transcript Request,Medium,Helpdesk,9.83,6,0,37.25,4,Resolved
ADM00377,Student Affairs,Transcript Request,Critical,Phone,0.89,3,0,20.4,5,Resolved
ADM00378,Registrar,Application Issue,Medium,Phone,8.61,3,0,35.26,2,Resolved
ADM00379,Student Affairs,Course Registration,Medium,Walk-in,3.41,6,1,34.66,2,Escalated
ADM00380,Finance,Library Issue,Low,Phone,6.78,3,1,32.42,4,Resolved
ADM00381,Registrar,Application Issue,Low,Email,16.99,8,0,49.92,3,Resolved
ADM00382,IT,Graduation Clearance,Low,Helpdesk,22.19,4,0,54.5,2,Resolved
ADM00383,IT,Student ID Issue,High,Walk-in,1.02,4,0,13.26,5,Resolved
ADM00384,Student Affairs,Transcript Request,High,Email,3.15,4,0,27.56,2,Resolved
ADM00385,Library,Graduation Clearance,High,Portal,0.88,4,0,33.79,4,Resolved
ADM00386,Library,Accommodation Request,Medium,Phone,8.5,11,0,52.0,2,Resolved
ADM00387,Finance,Transcript Request,High,Email,4.59,3,0,23.26,4,Resolved
ADM00388,Registrar,Password Reset,Medium,Email,7.03,5,0,15.15,3,Pending
ADM00389,Library,Library Issue,Medium,Email,7.51,4,0,23.87,4,Resolved
ADM00390,Library,Portal Access,Medium,Helpdesk,2.44,4,0,9.98,3,Resolved
ADM00391,Academic Affairs,Exam or Assessment Issue,Low,Email,5.46,3,0,36.15,2,Resolved
ADM00392,Admissions,Password Reset,High,Portal,1.31,2,1,19.65,5,Resolved
ADM00393,Finance,Exam or Assessment Issue,Medium,Email,4.19,4,0,28.73,3,Resolved
ADM00394,Library,Course Registration,High,Walk-in,3.92,5,1,36.2,3,Resolved
ADM00395,Finance,Payment Issue,High,Helpdesk,2.46,5,0,42.62,4,Pending
ADM00396,Academic Affairs,Password Reset,High,Portal,0.85,2,0,5.48,4,Resolved
ADM00397,Student Affairs,Course Registration,Low,Email,21.05,2,0,36.46,4,Resolved
ADM00398,Admissions,Course Registration,Medium,Portal,9.95,3,0,22.1,4,Pending
ADM00399,Library,Exam or Assessment Issue,High,Walk-in,2.55,2,1,40.91,3,Resolved
ADM00400,Library,Portal Access,Low,Phone,14.24,6,0,24.99,3,Resolved
ADM00401,Registrar,Payment Issue,Critical,Phone,0.34,3,0,28.72,4,Resolved
ADM00402,Student Affairs,Fee Statement,Medium,Email,5.06,5,0,28.86,4,Resolved
ADM00403,Admissions,Graduation Clearance,Medium,Email,4.97,4,1,46.29,2,Resolved
ADM00404,Student Affairs,Application Issue,Medium,Email,9.73,1,0,31.86,4,Resolved
ADM00405,Finance,Accommodation Request,High,Helpdesk,3.47,4,0,37.81,3,Resolved
ADM00406,Student Affairs,Student ID Issue,Medium,Phone,8.26,6,1,34.18,2,Resolved
ADM00407,Finance,Student ID Issue,Medium,Phone,3.03,3,0,15.87,3,Resolved
ADM00408,Registrar,Graduation Clearance,Medium,Helpdesk,5.34,3,1,54.54,3,Resolved
ADM00409,Student Affairs,Graduation Clearance,Medium,Helpdesk,3.53,4,0,36.74,4,Resolved
ADM00410,Registrar,Exam or Assessment Issue,Low,Email,21.2,5,1,54.57,1,Resolved
ADM00411,Finance,Student ID Issue,Low,Email,7.05,2,0,13.18,3,Resolved
ADM00412,Academic Affairs,Fee Statement,Low,Helpdesk,12.78,5,1,49.2,2,Resolved
ADM00413,Academic Affairs,Application Issue,Medium,Helpdesk,2.43,5,0,27.12,2,Resolved
ADM00414,IT,Student ID Issue,Medium,Portal,7.07,4,0,21.53,3,Resolved
ADM00415,IT,Application Issue,Medium,Helpdesk,5.86,3,0,26.88,4,Resolved
ADM00416,Admissions,Accommodation Request,Medium,Email,5.98,6,0,35.49,2,Resolved
ADM00417,Finance,Exam or Assessment Issue,Low,Email,6.03,8,0,36.0,3,Resolved
ADM00418,Finance,Graduation Clearance,Low,Portal,14.28,6,0,58.22,3,Pending
ADM00419,IT,Student ID Issue,Low,Walk-in,15.28,2,0,23.65,5,Pending
ADM00420,Library,Exam or Assessment Issue,Medium,Phone,9.7,2,0,33.68,4,Pending
ADM00421,Library,Payment Issue,Low,Phone,4.66,5,0,44.72,4,Resolved
ADM00422,Library,Course Registration,Medium,Email,9.38,4,0,29.33,4,Resolved
ADM00423,Registrar,Student ID Issue,Medium,Portal,5.84,3,0,20.74,4,Resolved
ADM00424,Admissions,Application Issue,Medium,Helpdesk,3.68,3,1,43.93,4,Escalated
ADM00425,Registrar,Course Registration,High,Email,3.49,5,1,36.6,4,Escalated
ADM00426,Admissions,Portal Access,Medium,Phone,6.14,4,0,17.66,4,Pending
ADM00427,Admissions,Graduation Clearance,Low,Walk-in,8.54,5,0,42.7,2,Resolved
ADM00428,Student Affairs,Student ID Issue,Medium,Phone,7.01,3,0,20.37,4,Resolved
ADM00429,Finance,Student ID Issue,Low,Helpdesk,13.47,3,0,27.84,3,Resolved
ADM00430,Registrar,Password Reset,Low,Portal,17.78,1,0,20.23,4,Resolved
ADM00431,Registrar,Course Registration,High,Phone,3.6,4,0,20.97,4,Resolved
ADM00432,Library,Student ID Issue,Medium,Email,5.78,2,0,18.4,4,Resolved
ADM00433,IT,Payment Issue,Critical,Portal,0.9,4,0,28.5,4,Resolved
ADM00434,Registrar,Accommodation Request,Low,Portal,5.26,4,0,37.1,4,Resolved
ADM00435,Registrar,Course Registration,High,Email,2.72,3,0,17.0,5,Resolved
ADM00436,IT,Accommodation Request,High,Helpdesk,1.59,6,1,42.27,2,Escalated
ADM00437,Registrar,Library Issue,Medium,Phone,2.43,4,1,24.12,3,Resolved
ADM00438,Student Affairs,Application Issue,Medium,Email,4.64,6,0,28.68,2,Resolved
ADM00439,IT,Portal Access,Medium,Email,2.7,3,0,10.34,5,Resolved
ADM00440,Registrar,Password Reset,High,Email,3.11,4,0,13.49,5,Resolved
ADM00441,Registrar,Payment Issue,Medium,Phone,6.03,3,0,37.99,3,Resolved
ADM00442,Academic Affairs,Portal Access,Low,Walk-in,19.85,4,1,40.24,4,Escalated
ADM00443,Finance,Password Reset,Medium,Portal,4.14,3,0,7.02,5,Resolved
ADM00444,Finance,Exam or Assessment Issue,Medium,Email,4.97,1,0,22.67,4,Resolved
ADM00445,Student Affairs,Portal Access,High,Email,3.6,4,0,4.01,5,Resolved
ADM00446,Academic Affairs,Exam or Assessment Issue,High,Portal,4.97,2,0,30.68,4,Resolved
ADM00447,Academic Affairs,Graduation Clearance,Low,Phone,22.08,2,0,55.86,2,Resolved
ADM00448,Library,Portal Access,Medium,Email,6.17,1,0,12.95,3,Resolved
ADM00449,Finance,Transcript Request,Low,Email,17.56,3,1,43.05,3,Resolved
ADM00450,Registrar,Application Issue,High,Email,2.89,2,0,30.58,3,Resolved
ADM00451,Library,Fee Statement,High,Portal,2.46,3,0,27.13,3,Pending
ADM00452,IT,Password Reset,Low,Portal,16.05,7,0,31.76,4,Resolved
ADM00453,Admissions,Payment Issue,Medium,Walk-in,5.09,3,0,42.64,2,Resolved
ADM00454,Student Affairs,Course Registration,High,Phone,1.76,3,0,20.29,3,Resolved
ADM00455,Registrar,Graduation Clearance,Low,Phone,18.11,1,0,46.73,3,Resolved
ADM00456,Admissions,Graduation Clearance,Medium,Email,8.98,4,0,40.51,3,Resolved
ADM00457,Registrar,Portal Access,Medium,Email,4.3,3,0,14.29,4,Resolved
ADM00458,Admissions,Portal Access,Low,Portal,18.14,3,1,34.83,2,Resolved
ADM00459,Registrar,Password Reset,Low,Email,12.68,6,1,34.33,2,Resolved
ADM00460,Registrar,Exam or Assessment Issue,Critical,Portal,0.74,2,0,25.83,4,Resolved
ADM00461,Registrar,Library Issue,Medium,Email,6.97,7,0,23.87,5,Resolved
ADM00462,IT,Fee Statement,Medium,Email,9.52,2,0,31.2,2,Resolved
ADM00463,Library,Portal Access,Medium,Email,4.81,2,1,23.02,3,Escalated
ADM00464,IT,Student ID Issue,High,Walk-in,3.92,3,1,23.82,4,Escalated
ADM00465,Academic Affairs,Transcript Request,Medium,Portal,4.52,4,1,28.57,2,Resolved
ADM00466,Finance,Accommodation Request,Medium,Email,8.43,3,0,36.61,3,Pending
ADM00467,Finance,Transcript Request,Low,Email,19.2,2,1,45.54,3,Escalated
ADM00468,Student Affairs,Fee Statement,High,Phone,3.95,3,0,22.79,3,Resolved
ADM00469,Finance,Graduation Clearance,Low,Phone,23.95,4,0,63.5,3,Resolved
ADM00470,Academic Affairs,Student ID Issue,Low,Email,6.81,2,0,13.42,5,Resolved
ADM00471,Registrar,Graduation Clearance,Medium,Walk-in,5.11,2,0,39.98,3,Resolved
ADM00472,Academic Affairs,Graduation Clearance,Low,Portal,16.62,5,0,52.15,1,Resolved
ADM00473,Registrar,Transcript Request,Critical,Phone,1.26,4,0,21.8,5,Pending
ADM00474,Student Affairs,Accommodation Request,Medium,Phone,8.25,3,0,38.48,3,Resolved
ADM00475,Admissions,Course Registration,Low,Walk-in,4.94,8,0,34.27,3,Resolved
ADM00476,Academic Affairs,Application Issue,Low,Phone,18.1,3,0,42.63,2,Resolved
ADM00477,Registrar,Course Registration,Medium,Email,7.9,5,1,35.88,2,Resolved
ADM00478,IT,Application Issue,Medium,Portal,2.49,5,0,31.77,2,Resolved
ADM00479,Academic Affairs,Library Issue,High,Email,2.92,5,1,31.55,3,Resolved
ADM00480,Admissions,Library Issue,Medium,Helpdesk,3.96,4,0,19.51,5,Resolved
ADM00481,IT,Exam or Assessment Issue,Medium,Email,8.41,4,0,39.04,4,Pending
ADM00482,IT,Library Issue,Critical,Portal,0.29,3,0,15.98,5,Resolved
ADM00483,Admissions,Transcript Request,Medium,Email,3.17,4,0,27.47,3,Pending
ADM00484,IT,Library Issue,Medium,Email,2.84,5,0,18.24,4,Resolved
ADM00485,IT,Graduation Clearance,High,Phone,0.79,3,0,37.43,2,Resolved
ADM00486,Student Affairs,Application Issue,High,Portal,3.2,7,0,32.82,2,Resolved
ADM00487,Registrar,Course Registration,Medium,Portal,8.95,7,1,45.55,3,Resolved
ADM00488,Finance,Password Reset,High,Email,2.8,3,0,14.14,4,Resolved
ADM00489,Academic Affairs,Portal Access,Medium,Phone,3.68,7,0,20.83,3,Resolved
ADM00490,Student Affairs,Application Issue,Medium,Email,4.75,2,0,30.92,4,Pending
ADM00491,Admissions,Course Registration,Low,Portal,11.21,5,0,33.74,4,Resolved
ADM00492,IT,Course Registration,High,Phone,2.53,3,0,19.29,5,Resolved
ADM00493,Finance,Portal Access,Medium,Portal,5.36,7,0,21.64,3,Pending
ADM00494,Registrar,Student ID Issue,Low,Email,17.42,2,0,31.31,4,Resolved
ADM00495,Admissions,Graduation Clearance,High,Walk-in,2.03,4,0,33.05,3,Resolved
ADM00496,Finance,Password Reset,Medium,Portal,7.3,3,0,17.69,4,Resolved
ADM00497,IT,Student ID Issue,Low,Email,14.94,4,0,19.79,3,Resolved
ADM00498,Registrar,Student ID Issue,Medium,Portal,2.39,4,0,12.75,5,Resolved
ADM00499,Academic Affairs,Course Registration,Medium,Email,9.36,1,0,23.33,4,Resolved
ADM00500,Academic Affairs,Accommodation Request,Medium,Portal,3.42,4,0,33.24,2,Pending
ADM00501,IT,Payment Issue,Low,Walk-in,13.03,5,0,53.62,3,Resolved
ADM00502,Admissions,Application Issue,Low,Helpdesk,22.95,2,0,41.36,3,Resolved
ADM00503,Finance,Transcript Request,Medium,Portal,3.98,7,0,31.24,4,Resolved
ADM00504,Student Affairs,Graduation Clearance,Medium,Email,2.18,2,0,30.68,2,Resolved
ADM00505,IT,Student ID Issue,Low,Email,13.8,4,0,28.57,3,Pending
ADM00506,Registrar,Library Issue,Medium,Phone,3.79,2,1,21.41,3,Resolved
ADM00507,Academic Affairs,Transcript Request,Medium,Portal,6.66,5,0,30.29,3,Resolved
ADM00508,Student Affairs,Fee Statement,Low,Email,20.34,5,0,50.03,2,Resolved
ADM00509,Academic Affairs,Graduation Clearance,High,Walk-in,2.8,3,1,43.23,3,Escalated
ADM00510,IT,Accommodation Request,High,Email,3.4,3,0,31.86,4,Resolved
ADM00511,IT,Transcript Request,Medium,Portal,7.33,5,1,39.48,2,Resolved
ADM00512,Admissions,Portal Access,Low,Email,20.41,4,0,29.35,2,Resolved
ADM00513,Academic Affairs,Graduation Clearance,Medium,Phone,7.5,3,0,39.74,4,Pending
ADM00514,Student Affairs,Payment Issue,Medium,Email,9.81,4,0,41.12,2,Resolved
ADM00515,Registrar,Password Reset,Critical,Email,1.02,5,0,12.01,5,Resolved
ADM00516,Registrar,Portal Access,Medium,Portal,2.4,3,0,10.12,4,Resolved
ADM00517,Finance,Student ID Issue,Medium,Helpdesk,5.15,4,1,26.74,4,Resolved
ADM00518,Student Affairs,Accommodation Request,High,Portal,4.28,2,0,33.99,4,Resolved
ADM00519,Academic Affairs,Accommodation Request,Medium,Email,3.06,6,0,34.18,4,Resolved
ADM00520,Registrar,Student ID Issue,Low,Walk-in,18.72,5,1,42.4,3,Resolved
ADM00521,IT,Payment Issue,Medium,Email,6.29,5,0,36.28,3,Resolved
ADM00522,Finance,Course Registration,Low,Portal,22.01,5,0,47.64,4,Resolved
ADM00523,Academic Affairs,Transcript Request,Low,Portal,18.62,3,0,42.03,3,Resolved
ADM00524,Student Affairs,Library Issue,High,Portal,3.47,1,0,11.94,4,Resolved
ADM00525,Student Affairs,Student ID Issue,Medium,Email,9.1,4,0,26.83,3,Resolved
ADM00526,Admissions,Library Issue,Low,Walk-in,22.16,4,0,37.41,3,Pending
ADM00527,Admissions,Transcript Request,High,Portal,2.23,2,0,13.68,5,Resolved
ADM00528,Finance,Payment Issue,Medium,Helpdesk,9.42,3,0,41.48,3,Resolved
ADM00529,Registrar,Course Registration,Medium,Phone,2.44,3,0,20.56,3,Resolved
ADM00530,Student Affairs,Password Reset,Medium,Helpdesk,8.1,5,0,16.05,3,Resolved
ADM00531,Student Affairs,Payment Issue,Medium,Portal,4.69,3,0,37.69,4,Resolved
ADM00532,Academic Affairs,Exam or Assessment Issue,Low,Email,13.75,2,0,39.99,3,Resolved
ADM00533,Academic Affairs,Library Issue,High,Phone,4.26,2,0,18.1,4,Resolved
ADM00534,IT,Accommodation Request,Low,Walk-in,16.74,4,0,44.42,2,Resolved
ADM00535,Library,Graduation Clearance,Medium,Helpdesk,5.66,3,0,44.0,3,Resolved
ADM00536,Academic Affairs,Accommodation Request,Low,Portal,7.28,8,1,52.83,3,Resolved
ADM00537,Student Affairs,Fee Statement,High,Portal,4.73,2,0,25.62,2,Resolved
ADM00538,Finance,Application Issue,Medium,Helpdesk,4.66,7,1,44.85,4,Resolved
ADM00539,Admissions,Portal Access,High,Helpdesk,0.96,6,0,10.15,3,Resolved
ADM00540,Registrar,Portal Access,Medium,Email,6.51,5,0,15.85,5,Resolved
ADM00541,Academic Affairs,Student ID Issue,High,Phone,2.33,5,0,11.42,5,Resolved
ADM00542,IT,Library Issue,High,Phone,3.16,1,1,18.59,4,Escalated
ADM00543,Finance,Portal Access,High,Email,1.55,3,1,16.97,4,Escalated
ADM00544,IT,Portal Access,Low,Helpdesk,11.57,2,0,17.37,4,Resolved
ADM00545,IT,Payment Issue,Low,Portal,23.45,4,0,56.79,2,Resolved
ADM00546,Finance,Password Reset,Low,Phone,22.73,3,0,27.67,3,Pending
ADM00547,Registrar,Library Issue,Low,Helpdesk,21.29,6,0,38.58,2,Resolved
ADM00548,IT,Fee Statement,High,Email,4.01,4,0,25.7,4,Resolved
ADM00549,Admissions,Password Reset,Medium,Helpdesk,3.25,4,1,21.1,5,Resolved
ADM00550,Library,Fee Statement,Medium,Phone,5.74,6,0,37.59,3,Resolved
ADM00551,Admissions,Library Issue,Medium,Walk-in,7.82,3,0,18.64,5,Resolved
ADM00552,Student Affairs,Course Registration,Low,Portal,9.24,8,0,32.34,4,Pending
ADM00553,IT,Course Registration,Medium,Email,2.26,4,0,21.35,4,Resolved
ADM00554,IT,Portal Access,Medium,Phone,5.34,3,0,16.68,5,Resolved
ADM00555,Student Affairs,Student ID Issue,High,Portal,2.41,4,0,13.01,5,Resolved
ADM00556,Admissions,Accommodation Request,Medium,Portal,2.52,2,1,37.11,4,Resolved
ADM00557,Registrar,Graduation Clearance,High,Portal,1.94,1,0,33.52,4,Resolved
ADM00558,Registrar,Payment Issue,Medium,Portal,9.34,4,0,47.6,4,Resolved
ADM00559,Library,Portal Access,High,Phone,1.63,5,0,11.11,4,Resolved
ADM00560,IT,Graduation Clearance,Medium,Phone,6.55,2,0,38.36,3,Resolved
ADM00561,IT,Application Issue,Medium,Walk-in,5.9,3,1,44.05,4,Resolved
ADM00562,Registrar,Graduation Clearance,Low,Phone,21.24,4,0,60.04,2,Resolved
ADM00563,Registrar,Course Registration,Medium,Walk-in,7.23,7,1,43.24,3,Resolved
ADM00564,Registrar,Portal Access,Medium,Email,3.27,6,0,17.47,4,Resolved
ADM00565,Finance,Accommodation Request,High,Walk-in,1.14,3,0,28.49,3,Resolved
ADM00566,IT,Graduation Clearance,Low,Portal,15.15,2,0,45.36,3,Pending
ADM00567,Finance,Fee Statement,Medium,Portal,2.37,5,0,27.49,4,Resolved
ADM00568,Admissions,Exam or Assessment Issue,Medium,Portal,5.15,5,0,34.89,3,Resolved
ADM00569,Student Affairs,Fee Statement,Medium,Portal,5.19,4,1,41.54,3,Escalated
ADM00570,Finance,Transcript Request,Medium,Email,3.57,2,0,20.76,3,Resolved
ADM00571,Admissions,Payment Issue,High,Email,1.85,7,1,51.52,2,Escalated
ADM00572,Library,Student ID Issue,Medium,Email,4.64,5,0,20.47,5,Resolved
ADM00573,Finance,Fee Statement,High,Portal,0.55,3,0,19.27,4,Resolved
ADM00574,IT,Graduation Clearance,High,Email,4.13,2,1,46.44,2,Resolved
ADM00575,Student Affairs,Transcript Request,High,Email,4.81,7,0,30.48,4,Resolved
ADM00576,Academic Affairs,Course Registration,Medium,Email,4.31,3,0,20.54,4,Resolved
ADM00577,Registrar,Fee Statement,Low,Email,6.24,3,0,26.18,2,Resolved
ADM00578,Academic Affairs,Student ID Issue,Medium,Helpdesk,9.63,5,0,21.99,3,Resolved
ADM00579,Admissions,Portal Access,Critical,Phone,1.53,4,0,12.95,4,Resolved
ADM00580,Finance,Accommodation Request,Low,Helpdesk,21.82,3,1,60.34,2,Escalated
ADM00581,Admissions,Exam or Assessment Issue,Medium,Phone,4.89,5,0,37.03,3,Resolved
ADM00582,Academic Affairs,Application Issue,High,Walk-in,2.68,7,0,35.58,2,Resolved
ADM00583,Admissions,Fee Statement,Medium,Portal,9.44,3,0,28.4,4,Resolved
ADM00584,Finance,Application Issue,Medium,Portal,5.68,5,1,36.59,3,Escalated
ADM00585,IT,Application Issue,Low,Portal,17.44,3,0,42.37,3,Resolved
ADM00586,Finance,Application Issue,Medium,Portal,7.64,7,0,37.14,3,Resolved
ADM00587,Registrar,Graduation Clearance,Low,Phone,20.74,5,1,65.56,3,Resolved
ADM00588,Registrar,Graduation Clearance,Critical,Helpdesk,1.96,4,0,35.91,3,Resolved
ADM00589,Registrar,Password Reset,High,Walk-in,2.01,3,0,6.13,4,Resolved
ADM00590,Registrar,Application Issue,High,Portal,1.61,8,0,34.2,2,Resolved
ADM00591,Registrar,Password Reset,Medium,Helpdesk,2.62,6,0,14.48,5,Resolved
ADM00592,IT,Accommodation Request,Low,Helpdesk,21.13,2,0,46.56,4,Resolved
ADM00593,Registrar,Application Issue,Medium,Portal,4.34,7,0,35.68,3,Resolved
ADM00594,Finance,Transcript Request,Medium,Helpdesk,2.4,3,0,18.53,4,Resolved
ADM00595,Student Affairs,Application Issue,Medium,Email,8.92,7,0,38.47,3,Resolved
ADM00596,Admissions,Library Issue,Medium,Email,6.08,6,0,22.06,3,Resolved
ADM00597,IT,Graduation Clearance,Medium,Email,8.71,4,0,46.89,2,Resolved
ADM00598,Registrar,Payment Issue,Medium,Walk-in,6.44,5,0,44.7,4,Resolved
